RECHTSTRÄGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Sonderschulgemeinde Groß-Enzersdorf;20133;2;1;;
Sonderschulgemeinde Groß-Enzersdorf;20133;4;1;;
Sonderschulgemeinde Groß-Siegharts;20133;2;1;;
Sonderschulgemeinde Groß-Siegharts;20133;4;1;;
Sonderschulgemeinde Grünbach am Schneeberg;20133;2;1;;
Sonderschulgemeinde Grünbach am Schneeberg;20133;4;1;;
Sonderschulgemeinde Haag;20133;2;1;;
Sonderschulgemeinde Haag;20133;4;1;;
Sonderschulgemeinde Hainburg a.d.Donau;20133;2;1;;
Sonderschulgemeinde Hainburg a.d.Donau;20133;4;1;;
Sonderschulgemeinde Hainfeld;20133;2;1;;
Sonderschulgemeinde Hainfeld;20133;4;1;;
Sonderschulgemeinde Hinterbrühl;20133;2;1;;
Sonderschulgemeinde Hinterbrühl;20133;4;1;;
Sonderschulgemeinde Hohenau an der March;20133;2;1;;
Sonderschulgemeinde Hohenau an der March;20133;4;1;;
Sonderschulgemeinde Horn;20133;2;1;;
Sonderschulgemeinde Horn;20133;4;1;;
Sonderschulgemeinde Kirchberg am Wechsel;20133;2;1;;
Sonderschulgemeinde Kirchberg am Wechsel;20133;4;1;;
Sonderschulgemeinde Kirchberg/Pielach;20133;2;1;;
Sonderschulgemeinde Kirchberg/Pielach;20133;4;1;;
Sonderschulgemeinde Korneuburg;20133;2;1;;
Sonderschulgemeinde Korneuburg;20133;4;1;;
Sonderschulgemeinde Krems;20133;2;1;;
Sonderschulgemeinde Krems;20133;4;1;;
Sonderschulgemeinde Laa an der Thaya;20133;2;1;;
Sonderschulgemeinde Laa an der Thaya;20133;4;1;;
Sonderschulgemeinde Langenlois;20133;2;1;;
Sonderschulgemeinde Langenlois;20133;4;1;;
Sonderschulgemeinde Lassee;20133;2;1;;
Sonderschulgemeinde Lassee;20133;4;1;;
Sonderschulgemeinde Loosdorf;20133;2;1;;
Sonderschulgemeinde Loosdorf;20133;4;1;;
Sonderschulgemeinde Mank;20133;2;1;;
Sonderschulgemeinde Mank;20133;4;1;;
Sonderschulgemeinde Matzen-Raggendorf;20133;2;1;;
Sonderschulgemeinde Matzen-Raggendorf;20133;4;1;;
Sonderschulgemeinde Mistelbach;20133;2;1;;
Sonderschulgemeinde Mistelbach;20133;4;1;;
Sonderschulgemeinde Neulengbach;20133;2;1;;
Sonderschulgemeinde Neulengbach;20133;4;1;;
Sonderschulgemeinde Neunkirchen;20133;2;1;;
Sonderschulgemeinde Neunkirchen;20133;4;1;;
Sonderschulgemeinde Ober-Grafendorf;20133;2;1;;
Sonderschulgemeinde Ober-Grafendorf;20133;4;1;;
Sonderschulgemeinde Oberwaltersdorf;20133;2;1;;
Sonderschulgemeinde Oberwaltersdorf;20133;4;1;;
Sonderschulgemeinde Ottenschlag;20133;2;1;;
Sonderschulgemeinde Ottenschlag;20133;4;1;;
Sonderschulgemeinde Perchtoldsdorf;20133;2;1;;
Sonderschulgemeinde Perchtoldsdorf;20133;4;1;;
Sonderschulgemeinde Pernitz;20133;2;1;;
Sonderschulgemeinde Pernitz;20133;4;1;;
Sonderschulgemeinde Pitten;20133;2;1;;
Sonderschulgemeinde Pitten;20133;4;1;;
Sonderschulgemeinde Pöchlarn;20133;2;1;;
Sonderschulgemeinde Pöchlarn;20133;4;1;;
Sonderschulgemeinde Pöggstall;20133;2;1;;
Sonderschulgemeinde Pöggstall;20133;4;1;;
Sonderschulgemeinde Poysdorf;20133;2;1;;
Sonderschulgemeinde Poysdorf;20133;4;1;;
Sonderschulgemeinde Purkersdorf;20133;2;1;;
Sonderschulgemeinde Purkersdorf;20133;4;1;;
Sonderschulgemeinde Schrems;20133;2;1;;
Sonderschulgemeinde Schrems;20133;4;1;;
Sonderschulgemeinde Schwechat;20133;2;1;;
Sonderschulgemeinde Schwechat;20133;4;1;;
Sonderschulgemeinde Sieghartskirchen-Ollern;20133;2;1;;
Sonderschulgemeinde Sieghartskirchen-Ollern;20133;4;1;;
Sonderschulgemeinde Stockerau;20133;2;1;;
Sonderschulgemeinde Stockerau;20133;4;1;;
Sonderschulgemeinde Strasshof a.d. Nordbahn;20133;2;1;;
Sonderschulgemeinde Strasshof a.d. Nordbahn;20133;4;1;;
Sonderschulgemeinde Teesdorf;20133;2;1;;
Sonderschulgemeinde Teesdorf;20133;4;1;;
Sonderschulgemeinde Ternitz;20133;2;1;;
Sonderschulgemeinde Ternitz;20133;4;1;;
Sonderschulgemeinde Traisen;20133;2;1;;
Sonderschulgemeinde Traisen;20133;4;1;;
Sonderschulgemeinde Tulln;20133;2;1;;
Sonderschulgemeinde Tulln;20133;4;1;;
Sonderschulgemeinde Waidhofen an der Thaya;20133;2;1;;
Sonderschulgemeinde Waidhofen an der Thaya;20133;4;1;;
Sonderschulgemeinde Weikersdorf;20133;2;1;;
Sonderschulgemeinde Weikersdorf;20133;4;1;;
Sonderschulgemeinde Wolkersdorf;20133;2;1;;
Sonderschulgemeinde Wolkersdorf;20133;4;1;;
Sonderschulgemeinde Wöllersdorf-Steinabrückl;20133;2;1;;
Sonderschulgemeinde Wöllersdorf-Steinabrückl;20133;4;1;;
Sonderschulgemeinde Ybbs;20133;2;1;;
Sonderschulgemeinde Ybbs;20133;4;1;;
Sonderschulgemeinde Zistersdorf;20133;2;1;;
Sonderschulgemeinde Zistersdorf;20133;4;1;;
Sonderschulgemeinde Zwettl;20133;2;1;;
Sonderschulgemeinde Zwettl;20133;4;1;;
Sonderschulverband Landeck;20133;2;1;;
Sonderschulverband Landeck;20133;4;1;;
Sonnentherme BetriebsgesmbH;20133;2;0;Kleine Zeitung;11117,84
Sonnentherme BetriebsgesmbH;20133;2;0;Kronen Zeitung;5502
Sonnentherme BetriebsgesmbH;20133;2;0;NÖN;17997,27
Sonnentherme BetriebsgesmbH;20133;2;0;ORF III;5520
Sonnentherme BetriebsgesmbH;20133;4;1;;
Sonnentherme Lutzmannsburg-Frankenau GmbH;20133;2;1;;
Sonnentherme Lutzmannsburg-Frankenau GmbH;20133;4;1;;
Sozial- und Gesundheitssprengel Außerfern;20133;2;1;;
Sozial- und Gesundheitssprengel Außerfern;20133;4;1;;
Sozial- und Gesundheitssprengel Region Achental;20133;2;1;;
Sozial- und Gesundheitssprengel Region Achental;20133;4;1;;
Sozial- und Weiterbildungsfonds gem §22a AÜG (SWF-AKÜ);20133;2;1;;
Sozial- und Weiterbildungsfonds gem §22a AÜG (SWF-AKÜ);20133;4;1;;
Sozialdienste Götzis Gesellschaft m.b.H.;20133;2;1;;
Sozialdienste Götzis Gesellschaft m.b.H.;20133;4;1;;
Sozialdienste Wolfurt gemeinnützige GmbH;20133;2;1;;
Sozialdienste Wolfurt gemeinnützige GmbH;20133;4;1;;
Sozialfonds;20133;2;0;ORF 2;7200
Sozialfonds;20133;2;0;Weekend Magazin;6350,4
Sozialfonds;20133;4;1;;
Sozialhilfeverband Braunau am Inn;20133;2;1;;
Sozialhilfeverband Braunau am Inn;20133;4;1;;
Sozialhilfeverband Bruck an der Mur;20133;2;1;;
Sozialhilfeverband Bruck an der Mur;20133;4;1;;
Sozialhilfeverband Deutschlandsberg;20133;2;1;;
Sozialhilfeverband Deutschlandsberg;20133;4;1;;
Sozialhilfeverband Eferding;20133;2;1;;
Sozialhilfeverband Eferding;20133;4;1;;
Sozialhilfeverband Feldbach;20133;2;1;;
Sozialhilfeverband Feldbach;20133;4;1;;
Sozialhilfeverband Feldkirchen;20133;2;1;;
Sozialhilfeverband Feldkirchen;20133;4;1;;
Sozialhilfeverband Freistadt;20133;2;1;;
Sozialhilfeverband Freistadt;20133;4;1;;
Sozialhilfeverband Fürstenfeld;20133;2;1;;
Sozialhilfeverband Fürstenfeld;20133;4;1;;
Sozialhilfeverband Gmunden;20133;2;1;;
Sozialhilfeverband Gmunden;20133;4;1;;
Sozialhilfeverband Graz-Umgebung;20133;2;1;;
Sozialhilfeverband Graz-Umgebung;20133;4;1;;
Sozialhilfeverband Grieskirchen;20133;2;1;;
Sozialhilfeverband Grieskirchen;20133;4;1;;
Sozialhilfeverband Hartberg;20133;2;1;;
Sozialhilfeverband Hartberg;20133;4;1;;
Sozialhilfeverband Hermagor;20133;2;1;;
Sozialhilfeverband Hermagor;20133;4;1;;
Sozialhilfeverband Kirchdorf an der Krems;20133;2;1;;
Sozialhilfeverband Kirchdorf an der Krems;20133;4;1;;
Sozialhilfeverband Klagenfurt-Land;20133;2;1;;
Sozialhilfeverband Klagenfurt-Land;20133;4;1;;
Sozialhilfeverband Leibnitz;20133;2;1;;
Sozialhilfeverband Leibnitz;20133;4;1;;
Sozialhilfeverband Leoben;20133;2;1;;
Sozialhilfeverband Leoben;20133;4;1;;
Sozialhilfeverband Liezen;20133;2;1;;
Sozialhilfeverband Liezen;20133;4;1;;
Sozialhilfeverband Linz Land;20133;2;1;;
Sozialhilfeverband Linz Land;20133;4;1;;
Sozialhilfeverband Murau;20133;2;1;;
Sozialhilfeverband Murau;20133;4;1;;
Sozialhilfeverband Murtal;20133;2;1;;
Sozialhilfeverband Murtal;20133;4;1;;
Sozialhilfeverband Mürzzuschlag;20133;2;1;;
Sozialhilfeverband Mürzzuschlag;20133;4;1;;
Sozialhilfeverband Perg;20133;2;1;;
Sozialhilfeverband Perg;20133;4;1;;
Sozialhilfeverband Radkersburg;20133;2;1;;
Sozialhilfeverband Radkersburg;20133;4;1;;
Sozialhilfeverband Ried im Innkreis;20133;2;1;;
Sozialhilfeverband Ried im Innkreis;20133;4;1;;
Sozialhilfeverband Rohrbach;20133;2;1;;
Sozialhilfeverband Rohrbach;20133;4;1;;
Sozialhilfeverband Schärding;20133;2;1;;
Sozialhilfeverband Schärding;20133;4;1;;
Sozialhilfeverband Spittal an der Drau;20133;2;1;;
Sozialhilfeverband Spittal an der Drau;20133;4;1;;
Sozialhilfeverband St. Veit/Glan;20133;2;1;;
Sozialhilfeverband St. Veit/Glan;20133;4;1;;
Sozialhilfeverband Steyr-Land;20133;2;1;;
Sozialhilfeverband Steyr-Land;20133;4;1;;
Sozialhilfeverband Urfahr-Umgebung;20133;2;1;;
Sozialhilfeverband Urfahr-Umgebung;20133;4;1;;
Sozialhilfeverband Villach;20133;2;1;;
Sozialhilfeverband Villach;20133;4;1;;
Sozialhilfeverband Vöcklabruck;20133;2;1;;
Sozialhilfeverband Vöcklabruck;20133;4;1;;
Sozialhilfeverband Voitsberg;20133;2;1;;
Sozialhilfeverband Voitsberg;20133;4;1;;
Sozialhilfeverband Völkermarkt;20133;2;1;;
Sozialhilfeverband Völkermarkt;20133;4;1;;
Sozialhilfeverband Weiz;20133;2;1;;
Sozialhilfeverband Weiz;20133;4;1;;
Sozialhilfeverband Wels-Land;20133;2;1;;
Sozialhilfeverband Wels-Land;20133;4;1;;
Sozialhilfeverband Wolfsberg;20133;2;1;;
Sozialhilfeverband Wolfsberg;20133;4;1;;
Sozialsprengel Mittelwald;20133;2;1;;
Sozialsprengel Mittelwald;20133;4;1;;
Sozialsprengel Vorderwald;20133;2;1;;
Sozialsprengel Vorderwald;20133;4;1;;
Sozialversicherungsanstalt der Bauern;20133;2;0;Österreichische BauernZeitung - Gesamtausgabe;7500
Sozialversicherungsanstalt der Bauern;20133;4;1;;
Sozialversicherungsanstalt der gewerblichen Wirtschaft;20133;2;0;Der Standard;10250
Sozialversicherungsanstalt der gewerblichen Wirtschaft;20133;4;1;;
Sozialversicherungs-Chipkarten Betriebs- und Errichtungsgesellschaft m.b.H. - SVC;20133;2;1;;
Sozialversicherungs-Chipkarten Betriebs- und Errichtungsgesellschaft m.b.H. - SVC;20133;4;1;;
Sozialversicherungspensionskasse AG;20133;2;1;;
Sozialversicherungspensionskasse AG;20133;4;1;;
Sozialzentrum Rankweil GmbH;20133;2;1;;
Sozialzentrum Rankweil GmbH;20133;4;1;;
Spanische Hofreitschule - Bundesgestüt Piber;20133;2;1;;
Spanische Hofreitschule - Bundesgestüt Piber;20133;4;1;;
Sparkasse Bregenz Bank Aktiengesellschaft;20133;2;1;;
Sparkasse Bregenz Bank Aktiengesellschaft;20133;4;1;;
Sparkassen Bankbeteiligungs GmbH;20133;2;1;;
Sparkassen Bankbeteiligungs GmbH;20133;4;1;;
Sparkassenfonds Steyr;20133;2;1;;
Sparkassenfonds Steyr;20133;4;1;;
Sparkassenfonds Steyr Reithoffer KG;20133;2;1;;
Sparkassenfonds Steyr Reithoffer KG;20133;4;1;;
Sparkassenfonds Steyr Stadterneuerungs KG;20133;2;1;;
Sparkassenfonds Steyr Stadterneuerungs KG;20133;4;1;;
Spielberg NEU Projektentwicklung GmbH;20133;2;1;;
Spielberg NEU Projektentwicklung GmbH;20133;4;1;;
SPKB Beteiligungs- und Verwaltungsgesellschaft m.b.H.;20133;2;0;Vorarlberger Nachrichten;5838
SPKB Beteiligungs- und Verwaltungsgesellschaft m.b.H.;20133;4;1;;
Sport & Event Burgenland GmbH;20133;2;1;;
Sport & Event Burgenland GmbH;20133;4;1;;
Sportpark Klagenfurt GmbH;20133;2;1;;
Sportpark Klagenfurt GmbH;20133;4;1;;
Sportservice Vorarlberg GmbH;20133;2;1;;
Sportservice Vorarlberg GmbH;20133;4;1;;
Sportstätten Klosterneuburg GmbH;20133;2;1;;
Sportstätten Klosterneuburg GmbH;20133;4;1;;
St. Josef Krankenhaus GmbH;20133;2;1;;
St. Josef Krankenhaus GmbH;20133;4;1;;
Staatsbürgerschaftsverband Abfaltersbach;20133;2;1;;
Staatsbürgerschaftsverband Abfaltersbach;20133;4;1;;
Staatsbürgerschaftsverband Achenkirch;20133;2;1;;
Staatsbürgerschaftsverband Achenkirch;20133;4;1;;
Staatsbürgerschaftsverband Aflenz Kurort;20133;2;1;;
Staatsbürgerschaftsverband Aflenz Kurort;20133;4;1;;
Staatsbürgerschaftsverband Aich;20133;2;1;;
Staatsbürgerschaftsverband Aich;20133;4;1;;
Staatsbürgerschaftsverband Alland;20133;2;1;;
Staatsbürgerschaftsverband Alland;20133;4;1;;
Staatsbürgerschaftsverband Allentsteig;20133;2;1;;
Staatsbürgerschaftsverband Allentsteig;20133;4;1;;
Staatsbürgerschaftsverband Allerheiligen im Mürztal;20133;2;1;;
Staatsbürgerschaftsverband Allerheiligen im Mürztal;20133;4;1;;
Staatsbürgerschaftsverband Altlengbach;20133;2;1;;
Staatsbürgerschaftsverband Altlengbach;20133;4;1;;
Staatsbürgerschaftsverband Amstetten;20133;2;1;;
Staatsbürgerschaftsverband Amstetten;20133;4;1;;
Staatsbürgerschaftsverband Anger;20133;2;1;;
Staatsbürgerschaftsverband Anger;20133;4;1;;
Staatsbürgerschaftsverband Annaberg/Mitterbach;20133;2;1;;
Staatsbürgerschaftsverband Annaberg/Mitterbach;20133;4;1;;
Staatsbürgerschaftsverband Aschbach-Markt;20133;2;1;;
Staatsbürgerschaftsverband Aschbach-Markt;20133;4;1;;
Staatsbürgerschaftsverband Aspang Markt;20133;2;1;;
Staatsbürgerschaftsverband Aspang Markt;20133;4;1;;
Staatsbürgerschaftsverband Attersee am Attersee;20133;2;1;;
Staatsbürgerschaftsverband Attersee am Attersee;20133;4;1;;
Staatsbürgerschaftsverband Atzenbrugg;20133;2;1;;
Staatsbürgerschaftsverband Atzenbrugg;20133;4;1;;
Staatsbürgerschaftsverband Au;20133;2;1;;
Staatsbürgerschaftsverband Au;20133;4;1;;
Staatsbürgerschaftsverband Axams;20133;2;1;;
Staatsbürgerschaftsverband Axams;20133;4;1;;
Staatsbürgerschaftsverband Bad Erlach;20133;2;1;;
Staatsbürgerschaftsverband Bad Erlach;20133;4;1;;
Staatsbürgerschaftsverband Bad Fischau-Brunn;20133;2;1;;
Staatsbürgerschaftsverband Bad Fischau-Brunn;20133;4;1;;
Staatsbürgerschaftsverband Bad Mitterndorf;20133;2;1;;
Staatsbürgerschaftsverband Bad Mitterndorf;20133;4;1;;
Staatsbürgerschaftsverband Bad Radkersburg;20133;2;1;;
Staatsbürgerschaftsverband Bad Radkersburg;20133;4;1;;
Staatsbürgerschaftsverband Bad Vöslau;20133;2;1;;
Staatsbürgerschaftsverband Bad Vöslau;20133;4;1;;
Staatsbürgerschaftsverband Bärnbach;20133;2;1;;
Staatsbürgerschaftsverband Bärnbach;20133;4;1;;
Staatsbürgerschaftsverband Berndorf;20133;2;1;;
Staatsbürgerschaftsverband Berndorf;20133;4;1;;
Staatsbürgerschaftsverband Bernhardsthal;20133;2;1;;
Staatsbürgerschaftsverband Bernhardsthal;20133;4;1;;
Staatsbürgerschaftsverband Bezau;20133;2;1;;
Staatsbürgerschaftsverband Bezau;20133;4;1;;
Staatsbürgerschaftsverband Birkfeld;20133;2;1;;
Staatsbürgerschaftsverband Birkfeld;20133;4;1;;
Staatsbürgerschaftsverband Bocksdorf;20133;2;1;;
Staatsbürgerschaftsverband Bocksdorf;20133;4;1;;
Staatsbürgerschaftsverband Böheimkirchen;20133;2;1;;
Staatsbürgerschaftsverband Böheimkirchen;20133;4;1;;
Staatsbürgerschaftsverband Bregenz;20133;2;1;;
Staatsbürgerschaftsverband Bregenz;20133;4;1;;
Staatsbürgerschaftsverband Bruck an der Leitha;20133;2;1;;
Staatsbürgerschaftsverband Bruck an der Leitha;20133;4;1;;
Staatsbürgerschaftsverband Bruck-Waasen;20133;2;1;;
Staatsbürgerschaftsverband Bruck-Waasen;20133;4;1;;
Staatsbürgerschaftsverband Deutsch Goritz;20133;2;1;;
Staatsbürgerschaftsverband Deutsch Goritz;20133;4;1;;
Staatsbürgerschaftsverband Deutschlandsberg;20133;2;1;;
Staatsbürgerschaftsverband Deutschlandsberg;20133;4;1;;
Staatsbürgerschaftsverband Deutsch-Wagram;20133;2;1;;
Staatsbürgerschaftsverband Deutsch-Wagram;20133;4;1;;
Staatsbürgerschaftsverband Dobersberg;20133;2;1;;
Staatsbürgerschaftsverband Dobersberg;20133;4;1;;
Staatsbürgerschaftsverband Drosendorf-Zissersdorf;20133;2;1;;
Staatsbürgerschaftsverband Drosendorf-Zissersdorf;20133;4;1;;
Staatsbürgerschaftsverband Dürnkrut;20133;2;1;;
Staatsbürgerschaftsverband Dürnkrut;20133;4;1;;
Staatsbürgerschaftsverband Ebersdorf;20133;2;1;;
Staatsbürgerschaftsverband Ebersdorf;20133;4;1;;
Staatsbürgerschaftsverband Ebreichsdorf;20133;2;1;;
Staatsbürgerschaftsverband Ebreichsdorf;20133;4;1;;
Staatsbürgerschaftsverband Edelsbach bei Feldbach;20133;2;1;;
Staatsbürgerschaftsverband Edelsbach bei Feldbach;20133;4;1;;
Staatsbürgerschaftsverband Edlitz;20133;2;1;;
Staatsbürgerschaftsverband Edlitz;20133;4;1;;
Staatsbürgerschaftsverband Egg;20133;2;1;;
Staatsbürgerschaftsverband Egg;20133;4;1;;
Staatsbürgerschaftsverband Eggenburg;20133;2;1;;
Staatsbürgerschaftsverband Eggenburg;20133;4;1;;
Staatsbürgerschaftsverband Eggersdorf bei Graz;20133;2;1;;
Staatsbürgerschaftsverband Eggersdorf bei Graz;20133;4;1;;
Staatsbürgerschaftsverband Ehrenhausen;20133;2;1;;
Staatsbürgerschaftsverband Ehrenhausen;20133;4;1;;
Staatsbürgerschaftsverband Ehrwald;20133;2;1;;
Staatsbürgerschaftsverband Ehrwald;20133;4;1;;
Staatsbürgerschaftsverband Eibiswald;20133;2;1;;
Staatsbürgerschaftsverband Eibiswald;20133;4;1;;
Staatsbürgerschaftsverband Elbigenalp;20133;2;1;;
Staatsbürgerschaftsverband Elbigenalp;20133;4;1;;
Staatsbürgerschaftsverband Engelhartstetten;20133;2;1;;
Staatsbürgerschaftsverband Engelhartstetten;20133;4;1;;
Staatsbürgerschaftsverband Faistenau-Hintersee;20133;2;1;;
Staatsbürgerschaftsverband Faistenau-Hintersee;20133;4;1;;
Staatsbürgerschaftsverband Feldbach;20133;2;1;;
Staatsbürgerschaftsverband Feldbach;20133;4;1;;
Staatsbürgerschaftsverband Feldkirch;20133;2;1;;
Staatsbürgerschaftsverband Feldkirch;20133;4;1;;
Staatsbürgerschaftsverband Felixdorf;20133;2;1;;
Staatsbürgerschaftsverband Felixdorf;20133;4;1;;
Staatsbürgerschaftsverband Fernitz;20133;2;1;;
Staatsbürgerschaftsverband Fernitz;20133;4;1;;
Staatsbürgerschaftsverband Frankenfels;20133;2;1;;
Staatsbürgerschaftsverband Frankenfels;20133;4;1;;
Staatsbürgerschaftsverband Friedberg;20133;2;1;;
Staatsbürgerschaftsverband Friedberg;20133;4;1;;
Staatsbürgerschaftsverband Frohnleiten;20133;2;1;;
Staatsbürgerschaftsverband Frohnleiten;20133;4;1;;
Staatsbürgerschaftsverband Gablitz;20133;2;1;;
Staatsbürgerschaftsverband Gablitz;20133;4;1;;
Staatsbürgerschaftsverband Gamlitz;20133;2;1;;
Staatsbürgerschaftsverband Gamlitz;20133;4;1;;
Staatsbürgerschaftsverband Gänserndorf;20133;2;1;;
Staatsbürgerschaftsverband Gänserndorf;20133;4;1;;
Staatsbürgerschaftsverband Geras;20133;2;1;;
Staatsbürgerschaftsverband Geras;20133;4;1;;
Staatsbürgerschaftsverband Gföhl;20133;2;1;;
Staatsbürgerschaftsverband Gföhl;20133;4;1;;
Staatsbürgerschaftsverband Gleinstätten;20133;2;1;;
Staatsbürgerschaftsverband Gleinstätten;20133;4;1;;
Staatsbürgerschaftsverband Gleisdorf;20133;2;1;;
Staatsbürgerschaftsverband Gleisdorf;20133;4;1;;
Staatsbürgerschaftsverband Gloggnitz;20133;2;1;;
Staatsbürgerschaftsverband Gloggnitz;20133;4;1;;
Staatsbürgerschaftsverband Gmünd;20133;2;1;;
Staatsbürgerschaftsverband Gmünd;20133;4;1;;
Staatsbürgerschaftsverband Gnas;20133;2;1;;
Staatsbürgerschaftsverband Gnas;20133;4;1;;
Staatsbürgerschaftsverband Götzis;20133;2;1;;
Staatsbürgerschaftsverband Götzis;20133;4;1;;
Staatsbürgerschaftsverband Grafendorf bei Hartberg;20133;2;1;;
Staatsbürgerschaftsverband Grafendorf bei Hartberg;20133;4;1;;
Staatsbürgerschaftsverband Gratwein;20133;2;1;;
Staatsbürgerschaftsverband Gratwein;20133;4;1;;
Staatsbürgerschaftsverband Gresten;20133;2;1;;
Staatsbürgerschaftsverband Gresten;20133;4;1;;
Staatsbürgerschaftsverband Gries am Brenner;20133;2;1;;
Staatsbürgerschaftsverband Gries am Brenner;20133;4;1;;
Staatsbürgerschaftsverband Gröbming;20133;2;1;;
Staatsbürgerschaftsverband Gröbming;20133;4;1;;
Staatsbürgerschaftsverband Groß Gerungs;20133;2;1;;
Staatsbürgerschaftsverband Groß Gerungs;20133;4;1;;
Staatsbürgerschaftsverband Groß St. Florian;20133;2;1;;
Staatsbürgerschaftsverband Groß St. Florian;20133;4;1;;
Staatsbürgerschaftsverband Groß-Enzersdorf;20133;2;1;;
Staatsbürgerschaftsverband Groß-Enzersdorf;20133;4;1;;
Staatsbürgerschaftsverband Groß-Siegharts;20133;2;1;;
Staatsbürgerschaftsverband Groß-Siegharts;20133;4;1;;
Staatsbürgerschaftsverband Großstübing;20133;2;1;;
Staatsbürgerschaftsverband Großstübing;20133;4;1;;
Staatsbürgerschaftsverband Grünbach am Schneeberg;20133;2;1;;
Staatsbürgerschaftsverband Grünbach am Schneeberg;20133;4;1;;
Staatsbürgerschaftsverband Gutenberg an der Raabklamm;20133;2;1;;
Staatsbürgerschaftsverband Gutenberg an der Raabklamm;20133;4;1;;
Staatsbürgerschaftsverband Hadersdorf-Kammern;20133;2;1;;
Staatsbürgerschaftsverband Hadersdorf-Kammern;20133;4;1;;
Staatsbürgerschaftsverband Haidershofen ;20133;2;1;;
Staatsbürgerschaftsverband Haidershofen ;20133;4;1;;
Staatsbürgerschaftsverband Hainburg a.d. Donau;20133;2;1;;
Staatsbürgerschaftsverband Hainburg a.d. Donau;20133;4;1;;
Staatsbürgerschaftsverband Hainfeld;20133;2;1;;
Staatsbürgerschaftsverband Hainfeld;20133;4;1;;
Staatsbürgerschaftsverband Hallstatt;20133;2;1;;
Staatsbürgerschaftsverband Hallstatt;20133;4;1;;
Staatsbürgerschaftsverband Hartberg;20133;2;1;;
Staatsbürgerschaftsverband Hartberg;20133;4;1;;
Staatsbürgerschaftsverband Hatzendorf;20133;2;1;;
Staatsbürgerschaftsverband Hatzendorf;20133;4;1;;
Staatsbürgerschaftsverband Haugsdorf;20133;2;1;;
Staatsbürgerschaftsverband Haugsdorf;20133;4;1;;
Staatsbürgerschaftsverband Heidenreichstein;20133;2;1;;
Staatsbürgerschaftsverband Heidenreichstein;20133;4;1;;
Staatsbürgerschaftsverband Heiligenkreuz am Waasen;20133;2;1;;
Staatsbürgerschaftsverband Heiligenkreuz am Waasen;20133;4;1;;
Staatsbürgerschaftsverband Helfenberg;20133;2;1;;
Staatsbürgerschaftsverband Helfenberg;20133;4;1;;
Staatsbürgerschaftsverband Herzogenburg;20133;2;1;;
Staatsbürgerschaftsverband Herzogenburg;20133;4;1;;
Staatsbürgerschaftsverband Hittisau;20133;2;1;;
Staatsbürgerschaftsverband Hittisau;20133;4;1;;
Staatsbürgerschaftsverband Hitzendorf;20133;2;1;;
Staatsbürgerschaftsverband Hitzendorf;20133;4;1;;
Staatsbürgerschaftsverband Höchst;20133;2;1;;
Staatsbürgerschaftsverband Höchst;20133;4;1;;
Staatsbürgerschaftsverband Hohenau an der March;20133;2;1;;
Staatsbürgerschaftsverband Hohenau an der March;20133;4;1;;
Staatsbürgerschaftsverband Hohenruppersdorf;20133;2;1;;
Staatsbürgerschaftsverband Hohenruppersdorf;20133;4;1;;
Staatsbürgerschaftsverband Hollabrunn;20133;2;1;;
Staatsbürgerschaftsverband Hollabrunn;20133;4;1;;
Staatsbürgerschaftsverband Hollenstein a.d. Ybbs ;20133;2;1;;
Staatsbürgerschaftsverband Hollenstein a.d. Ybbs ;20133;4;1;;
Staatsbürgerschaftsverband Hopfgarten im Brixental/Itter;20133;2;1;;
Staatsbürgerschaftsverband Hopfgarten im Brixental/Itter;20133;4;1;;
Staatsbürgerschaftsverband Hörbranz;20133;2;1;;
Staatsbürgerschaftsverband Hörbranz;20133;4;1;;
Staatsbürgerschaftsverband Horn;20133;2;1;;
Staatsbürgerschaftsverband Horn;20133;4;1;;
Staatsbürgerschaftsverband Ilz;20133;2;1;;
Staatsbürgerschaftsverband Ilz;20133;4;1;;
Staatsbürgerschaftsverband Irdning;20133;2;1;;
Staatsbürgerschaftsverband Irdning;20133;4;1;;
